Name,Team,Position,Element,FP,TP,Kick,Body,Control,Guard,Speed,Stamina,Guts,Freedom,1st Move,2nd Move,3rd Move,4th Move
Todd Tempole,Scouting,DF,Fire,140,165,61,70,56,65,56,54,55,22,Coil Turn,Spinning Cut,Blade Attack,Hurricane Arrow
Tel Egram,Scouting,MF,Earth,145,144,48,60,62,43,62,62,57,33,Gorimuchuu,Coil Turn,Dokugiri no Jutsu,Cyclone
Nick Templeton,Scouting,FW,Fire,151,153,45,58,67,47,55,59,52,22,Onryou,Psycho Shot,Kumo no Ito,Kagome Kagome
Nick Washing,Scouting,DF,Wood,193,152,54,69,48,67,53,64,60,16,Doppelganger,Magic,Kumo no Ito,Run Ball Run
Rob Ottley,Scouting,MF,Wood,103,146,43,53,55,52,68,61,56,16,Shippuu Dash,Zigzag Spark,Hawk Shot,Patriot Shoot
Paul Pitcher,Scouting,DF,Earth,147,164,45,59,67,46,55,54,61,15,Tamanori Pierrot,Gorimuchuu,Snake Shot,Boost Glider
Ade Posting,Scouting,FW,Wind,99,122,31,44,47,67,60,48,43,14,Snake Shot,Condor Dive,Cross Drive,Back Tornado
Vance Bookings,Scouting,GK,Earth,99,156,49,33,39,55,66,76,56,17,Wild Claw,Full Power Shield,Harvest,Freeze Shot
Percy Wrench,Scouting,MF,Fire,121,102,63,60,48,48,40,60,59,31,Tatsumaki Senpuu,Killer Slide,Judge Through,Cyclone
Caz Yewell,Scouting,GK,Fire,187,138,70,53,56,63,67,68,60,23,Nekketsu Punch,Tornado Catch,Rocket Kobushi,Kogarashi
Abe Seiler,Scouting,MF,Earth,77,144,70,61,60,54,54,60,52,17,Coil Turn,Kumo no Ito,Tsuchi Daruma,Moonsault
Archie Tate,Scouting,GK,Wind,118,144,40,28,31,52,71,53,60,20,Killer Slide,Power Shield,Harvest,Full Power Shield
Nobby Shinn,Scouting,FW,Wood,204,194,57,56,50,41,48,58,52,14,Quick Draw,Bunshin Feint,Kage Nui,Bunshin Shoot
Sandy Insolls,Scouting,MF,Fire,204,133,44,40,46,52,66,70,57,22,Dash Accel,Doppelganger,Judge Through,Heat Tackle
Telly Fonbocks,Scouting,MF,Fire,154,136,62,54,60,53,59,52,52,16,Judge Through,Super Scan (OF),Boost Glider,Fire Tornado
Col Lector,Scouting,FW,Earth,121,166,55,71,59,64,57,58,55,27,Monkey Turn,Cross Drive,Back Tornado,Tamanori Pierrot
Don Ringo,Scouting,GK,Earth,121,102,50,48,77,47,43,48,39,15,Killer Blade,Spinning Cut,Tsumuji,Kage Nui
Vin Spinner,Scouting,DF,Wind,127,198,46,29,39,59,68,60,60,36,Rolling Kick,Spinning Shoot,Fake Ball,Back Tornado
Jebb Ettow,Scouting,FW,Earth,165,133,60,60,63,56,56,57,54,26,Spiral Shot,Coil Turn,Monkey Turn,Cyclone
Ewan Liner,Scouting,GK,Wind,85,146,50,75,63,52,65,63,56,26,Pressure Punch,Spinning Cut,Toughness Block,Makiwari Chop
Dan Castella,Scouting,GK,Earth,158,140,60,59,56,52,63,56,54,36,Pressure Punch,Wild Claw,Rocket Kobushi,Ushiro no Shoumen
Doug Outon,Scouting,MF,Wind,121,128,30,46,60,32,44,44,48,32,Dash Accel,Psycho Shot,Dokonjou Bat,Divine Arrow
Bob Stretcher,Scouting,FW,Wood,127,113,44,49,54,52,46,54,49,15,Rolling Kick,Phantom Shoot,Run Ball Run,Kumo no Ito
Robin Catching,Scouting,GK,Fire,132,112,48,49,51,48,78,49,47,23,Tornado Catch,Rocket Kobushi,Moonsault,Counterstrike
Walter Geyser,Scouting,MF,Earth,96,132,63,68,42,60,58,60,53,17,Shikofumi,Horn Train,Super Armadillo,Mogura Feint
Ronny O'Mania,Scouting,DF,Wind,145,148,62,63,56,56,54,54,60,28,Blade Attack,Tatsumaki Senpuu,Cyclone,Cross Drive
Vinny Trioquist,Scouting,FW,Earth,125,102,60,52,45,45,40,57,54,28,Spinning Cut,Hawk Shot,Back Tornado,Bunshin Feint
Kurt Price,Scouting,MF,Wood,116,84,45,48,47,51,41,43,42,16,Gorimuchuu,Horn Train,Earthquake,Mega Quake
Stu Helmsley,Scouting,GK,Fire,151,144,56,53,62,56,63,60,58,8,Coil Turn,Power Shield,Bakuretsu Punch,Horn Train
Ted Fast,Scouting,GK,Wood,99,130,52,64,42,70,53,61,59,15,Rocket Kobushi,Bakuretsu Punch,Coil Turn,Noroi
Mel Lowe,Scouting,DF,Earth,134,160,67,77,59,74,60,77,66,25,Shikofumi,Horn Train,Earthquake,Boost Glider
Heath Cover,Scouting,DF,Wind,145,113,54,45,51,49,47,44,52,22,Doppelganger,Gorimuchuu,Magic,Illusion Ball
Albert Wister,Scouting,GK,Earth,88,148,51,60,61,52,64,64,56,27,Killer Blade,Doppelganger,Wild Claw,Ushiro no Shoumen
Ben deLimms,Scouting,GK,Wood,107,144,45,60,58,58,62,56,52,14,Tornado Catch,Gorimuchuu,Tsumuji,Dokugiri no Jutsu
Bill Tardy,Scouting,GK,Earth,107,138,63,63,56,61,52,60,59,14,Nekketsu Punch,Makiwari Chop,Fake Ball,Kogarashi
Ron Away,Scouting,FW,Fire,132,154,49,29,32,55,67,60,60,17,Spiral Shot,Hyakuretsu Shot,Patriot Shoot,Dokonjou Bat
Jim Sweatman,Scouting,GK,Wind,145,170,40,55,68,48,55,52,53,19,Tornado Catch,Wild Claw,Spinning Cut,Bakuretsu Punch
Hale Quinn,Scouting,DF,Fire,191,142,61,69,57,68,35,75,52,16,Fake Ball,Judge Through,Ushiro no Shoumen,Dokonjou Bat
Travis McClean,Scouting,MF,Wind,107,138,70,52,54,64,39,66,57,16,Coil Turn,Shippuu Dash,Zigzag Spark,Kamaitachi
Phil Dippedes,Scouting,FW,Wood,96,146,44,63,60,52,70,59,60,17,Rolling Kick,Hyakuretsu Shot,Back Tornado,Bunshin Feint
Luke O'Cyte,Scouting,FW,Fire,94,152,61,52,54,65,36,62,58,15,Dash Accel,Spiral Shot,Monkey Turn,Tarzan Kick
Lance Lotts,Scouting,GK,Wood,121,142,62,56,53,59,63,61,62,17,Killer Slide,Toughness Block,Bakuretsu Punch,Kagome Kagome
Erhard Blower,Scouting,FW,Wind,173,138,54,60,62,55,54,56,52,31,Psycho Shot,Blade Attack,Hurricane Arrow,Divine Arrow
Austin Tayssus,Scouting,MF,Wood,154,132,47,56,69,47,58,63,57,16,Magic,Zanzou,Bunshin Feint,Bunshin Shoot
Handel Turnon,Scouting,GK,Fire,132,128,56,52,44,44,51,60,60,26,Toughness Block,Goal Zurashi,Rocket Kobushi,Full Power Shield
Manny Gerry,Scouting,FW,Fire,165,136,43,57,72,46,57,60,52,15,Tarzan Kick,Run Ball Run,Fake Ball,Tamanori Pierrot
Walker Sleep,Scouting,GK,Earth,149,158,63,61,62,56,52,52,60,23,Pressure Punch,Shikofumi,Makiwari Chop,Horn Train
Andy Wallpole,Scouting,MF,Fire,81,154,61,61,62,54,56,67,56,16,Super Scan (DF),Super Scan (OF),Kung Fu Head,Dokugiri no Jutsu
Eaton Rampage,Scouting,FW,Earth,110,112,51,44,48,50,73,47,37,31,Tamanori Pierrot,Dynamite Shoot,Monkey Turn,Tsuchi Daruma
Philip Flagg,Scouting,DF,Earth,193,148,40,29,32,53,60,33,60,19,Shikofumi,Horn Train,Monkey Turn,Earthquake
Drew Strait Straitedge,Connection Map,GK,Earth,118,124,49,46,44,44,46,42,47,40,Pressure Punch,Monkey Turn,Wood Chopper,Whirlwind
Matt Tudor,Scouting,DF,Fire,90,124,29,46,44,79,56,62,50,20,Quick Draw,Blade Attack,Zanzou,Jigoku Guruma
Keifer Tiliser,Scouting,DF,Fire,129,160,63,60,62,64,62,63,53,17,Coil Turn,Zigzag Spark,Dokugiri no Jutsu,Kage Nui
Paisley Onepiece,Scouting,DF,Wind,77,150,62,61,51,60,52,61,60,15,Fake Ball,Judge Through,Dokonjou Bat,Ushiro no Shoumen
Biff Beeston,Scouting,GK,Wood,103,150,56,68,41,60,55,69,57,18,Toughness Block,Rocket Kobushi,Kage Nui,Bakuretsu Punch
Silver Platt,Scouting,DF,Fire,167,138,56,58,59,53,52,52,63,21,Killer Slide,Spinning Cut,Judge Through,Cyclone
Finn Sawyer,Scouting,GK,Fire,158,136,48,59,76,46,62,59,59,16,Toughness Block,Coil Turn,Full Power Shield,Cyclone
Andy Roff,Scouting,DF,Earth,103,130,52,71,45,60,60,69,54,22,Killer Slide,Dash Accel,Spinning Cut,Horn Train
Charlie Krelborn,Scouting,FW,Earth,162,158,41,59,65,41,61,55,62,17,Psycho Shot,Doppelganger,Onryou,Magic
Al Istatin,Scouting,MF,Fire,182,140,61,57,60,59,56,65,59,16,Dokugiri no Jutsu,Phantom Shoot,Kumo no Ito,Dokonjou Bat
Pippin Flowers,Scouting,FW,Fire,140,178,63,71,52,60,60,56,60,14,Spinning Shoot,Snake Shot,Heat Tackle,Twin Boost
Roman Candler,Scouting,DF,Fire,171,194,44,52,70,45,62,52,53,14,Shippuu Dash,Dynamite Shoot,Twin Boost,Illusion Ball
Pete Nokeyo,Scouting,DF,Wood,83,144,42,54,52,55,73,54,59,16,Fake Ball,Magic,Illusion Ball,Ushiro no Shoumen
Mo Eisner,Scouting,GK,Fire,101,134,48,56,61,56,66,60,62,22,Tatsumaki Senpuu,Rocket Kobushi,Heat Tackle,Kogarashi
Silas Scrooge,Scouting,DF,Fire,176,164,70,73,68,65,64,67,60,22,Quick Draw,Horn Train,Judge Through,Harvest
Steve Pinner,Scouting,GK,Wood,96,130,43,52,61,62,61,52,61,22,Killer Blade,Makiwari Chop,Kage Nui,Bakuretsu Punch
Euan Stamper,Scouting,DF,Wood,110,102,75,40,45,51,50,44,79,20,Doppelganger,Monkey Turn,Zanzou,Sabaki no Tettsui
Rocky Rollans,Scouting,DF,Fire,126,162,62,71,61,68,63,63,56,22,Tamanori Pierrot,Fake Ball,Dokugiri no Jutsu,Kagome Kagome
David Burnum,Scouting,DF,Fire,138,104,44,51,52,46,48,46,49,15,Fake Ball,Blade Attack,Cross Drive,Shine Drive
Noah Gerkin,Scouting,GK,Fire,123,124,75,49,48,49,44,40,43,27,Toughness Block,Super Scan (DF),Full Power Shield,Kumo no Ito
Rayburn Lightly,Scouting,MF,Wood,165,145,55,54,55,60,57,61,58,16,Gorimuchuu,Dokugiri no Jutsu,Freeze Shot,Shine Drive
Sonny East,Scouting,GK,Wood,125,108,59,60,50,40,49,63,68,22,Nekketsu Punch,Pressure Punch,Tornado Catch,Counterstrike
Del Iverryboy,Scouting,GK,Wind,160,136,54,55,64,46,54,54,57,22,Tornado Catch,Quick Draw,Kogarashi,Dash Accel
Tyche Winham,Scouting,GK,Wood,81,150,60,56,59,58,63,60,52,19,Shikofumi,Toughness Block,Rocket Kobushi,Bakuretsu Punch
John Baird,Scouting,MF,Earth,116,192,56,60,54,65,57,60,60,19,Super Scan (OF),Super Scan (DF),Bunshin Feint,Ushiro no Shoumen
Samuel Peeps,Scouting,DF,Fire,191,138,55,68,40,67,60,62,56,16,Fake Ball,Illusion Ball,Cross Drive,Dokonjou Bat
Dusky Sunfield,Scouting,MF,Wind,112,122,59,56,69,51,42,60,61,14,Shippuu Dash,Quick Draw,Illusion Ball,Kumo no Ito
Mike Chequer,Scouting,GK,Fire,151,132,63,54,54,53,55,53,56,27,Pressure Punch,Horn Train,Makiwari Chop,Bakuretsu Punch
Ash Cloud,Scouting,FW,Earth,92,136,40,59,61,62,61,70,52,22,Dynamite Shoot,Meteor Attack,Kung Fu Head,Boost Glider
Attley Hightable,Scouting,GK,Wood,162,164,46,62,69,48,55,59,57,15,Tornado Catch,Kogarashi,Cyclone,Kamaitachi
Crispin Shooter,Scouting,GK,Fire,134,198,32,46,72,29,51,40,51,9,Pressure Punch,The Wall,Full Power Shield,Tamanori Pierrot
Hiroshi Dot,Scouting,MF,Wind,187,154,58,70,40,67,53,68,53,15,Shippuu Dash,Illusion Ball,Run Ball Run,Back Tornado
Leaf Scarlett,Scouting,FW,Wind,167,145,56,57,60,56,60,53,60,11,Dynamite Shoot,Magic,Hyakuretsu Shot,Spinning Cut
Mo Zarella,Scouting,MF,Wood,99,150,70,60,61,66,29,63,53,16,Shikofumi,Super Armadillo,Tsuchi Daruma,Jigoku Guruma
Dave Chaucer,Scouting,MF,Wood,101,158,71,59,56,53,58,71,56,19,Tamanori Pierrot,Magic,Illusion Ball,Run Ball Run
Equin Knocks,Scouting,MF,Fire,125,161,60,60,58,64,60,56,54,16,Monkey Turn,Run Ball Run,Shine Drive,Boost Glider
Shylock Watson,Scouting,DF,Wood,121,118,43,42,41,45,40,44,49,44,Coil Turn,Magic,Super Scan (OF),Super Scan (DF)
Rob Burnsides,Scouting,DF,Wind,195,150,46,55,61,62,69,63,54,26,Suisei Shoot,Quick Draw,Kagome Kagome,Shine Drive
Tyson Moodey,Scouting,GK,Wood,92,146,40,54,61,55,77,61,61,34,Power Shield,Kumo no Ito,Full Power Shield,Kagome Kagome
Cardin Hands,Scouting,FW,Wood,118,148,61,52,53,62,51,71,54,20,Grenade Shot,Dash Accel,Patriot Shoot,Zanzou
Sean Lavender,Scouting,FW,Wood,116,132,67,52,56,58,62,71,54,19,Dynamite Shoot,Monkey Turn,Twin Boost,Shine Drive
Walter Poseur,Scouting,DF,Wind,90,146,44,61,63,61,68,60,55,27,Doppelganger,Gorimuchuu,Blade Attack,Kumo no Ito
Phil Biblist O'Biblist,Connection Map,MF,Fire,160,142,65,58,60,67,30,52,61,16,Black Magic,Ghost Pull,Kung Fu Header,Run Ball Run
Mick Thatcher,Scouting,GK,Earth,156,198,44,59,72,44,54,52,61,17,Toughness Block,Super Scan (DF),Rocket Kobushi,Gigant Wall
Larry Oldman,Scouting,FW,Earth,94,118,36,49,44,40,53,54,41,42,Spinning Shoot,Gorimuchuu,Cross Drive,Bunshin Feint
Olef Tennant,Scouting,DF,Wind,94,198,62,54,68,60,52,28,57,28,Suisei Shoot,Killer Slide,Dynamite Shoot,Run Ball Run
Peyton Pope,Scouting,GK,Fire,105,148,60,62,52,58,53,62,61,14,Tornado Catch,Tsumuji,Quick Draw,Counterstrike
Cal O'Rees,Scouting,DF,Earth,107,154,49,62,56,52,67,63,52,20,Horn Train,Super Scan (DF),Super Scan (OF),Harvest
Harry Overton,Scouting,GK,Wood,77,130,52,68,44,68,62,60,56,15,Tornado Catch,Tsumuji,Cyclone,Kogarashi
Carl Sacks,Scouting,FW,Earth,156,144,60,62,56,61,55,52,55,21,Tamanori Pierrot,Shikofumi,Dynamite Shoot,Tsuchi Daruma
Buddy Goodman,Scouting,DF,Wood,118,113,47,75,48,48,43,45,76,26,Doppelganger,Kumo no Ito,Kage Nui,Jigoku Guruma
Andy Crafter,Scouting,FW,Wind,143,141,56,56,53,61,58,61,59,24,Grenade Shot,Tatsumaki Senpuu,Tsuchi Daruma,Kumo no Ito
Matthew Pencil,Scouting,FW,Wood,107,115,34,41,43,50,53,51,44,34,Twin Boost,Shippuu Dash,Zigzag Spark,Shine Drive
Taka Tanaka,Scouting,MF,Wind,83,144,62,57,55,63,33,67,58,16,Gorimuchuu,Cross Drive,Dokonjou Bat,Spinning Cut
John Coralli,Scouting,GK,Wood,160,136,76,53,52,56,53,59,60,34,Killer Blade,Doppelganger,Tsumuji,Counterstrike
Buster Locke,Scouting,DF,Fire,127,118,56,58,49,43,49,56,58,31,Shikofumi,Blade Attack,Super Armadillo,Earthquake
Kim Ono,Scouting,FW,Earth,138,152,53,60,74,61,60,56,55,22,Tarzan Kick,Gorimuchuu,Hawk Shot,Dokugiri no Jutsu
Ed Ripp,Scouting,DF,Earth,85,130,42,52,53,60,65,70,57,25,Shikofumi,The Wall,Super Armadillo,Mega Quake
Beau Painton,Scouting,MF,Fire,92,134,67,52,62,52,52,60,60,19,Killer Slide,Zanzou,Heat Tackle,Moonsault
Jim Cook,Scouting,DF,Wind,118,106,52,61,47,42,41,56,56,37,Quick Draw,Monkey Turn,Blade Attack,Kumo no Ito
Ben Curd,Scouting,DF,Fire,127,152,70,77,58,79,68,68,65,26,Spinning Shoot,Gorimuchuu,Heat Tackle,Harvest
Eathan Ringer,Scouting,FW,Earth,88,156,63,61,61,63,36,66,61,15,Shikofumi,Tsuchi Daruma,Mogura Feint,Earthquake
Drew Crenshaw,Scouting,DF,Earth,147,130,46,59,69,48,61,53,63,19,Noroi,Onryou,Kage Nui,Kagome Kagome
Alan Carte,Scouting,MF,Earth,121,115,75,52,45,40,51,56,60,17,Dash Accel,Judge Through,Mogura Feint,Tsuchi Daruma
Lou Beigh,Scouting,GK,Wood,79,130,42,53,63,52,68,53,60,15,Nekketsu Punch,Killer Slide,Rocket Kobushi,Counterstrike
Gil Rivers,Scouting,FW,Wind,114,196,54,61,55,63,61,59,59,21,Rolling Kick,Meteor Attack,Gorimuchuu,Shine Drive
Fontaine Tapper,Scouting,FW,Fire,101,130,44,56,63,54,65,60,58,22,Spinning Shoot,Tatsumaki Senpuu,Cross Drive,Koutei Penguin 2gou
Pat Shinko,Scouting,DF,Fire,110,152,43,37,28,61,76,56,59,17,Coil Turn,Spinning Cut,Zigzag Spark,Moonsault
Bob Baggum,Scouting,GK,Earth,149,156,49,53,66,62,56,54,62,22,Pressure Punch,Toughness Block,Bakuretsu Punch,Counterstrike
Urson Brown,Scouting,GK,Wood,129,182,57,61,40,48,43,59,56,15,Shikofumi,Toughness Block,Bakuretsu Punch,Killer Slide
Saul Searcher,Scouting,DF,Wind,83,150,46,59,58,62,66,52,54,14,Coil Turn,Gorimuchuu,Spinning Cut,Kumo no Ito
Parker Leaper,Scouting,GK,Wind,167,129,54,53,62,60,58,56,56,20,Tornado Catch,Tsumuji,Kogarashi,Zanzou
Powers Flawless,Scouting,GK,Earth,132,188,57,65,52,60,60,58,56,35,Judge Through,Shoot Pocket,Super Scan (DF),Super Scan (OF)
Paddy Rise,Scouting,DF,Fire,123,174,56,69,60,66,56,60,60,15,Shikofumi,Horn Train,Kamaitachi,Sabaki no Tettsui
Spike Thorne,Scouting,DF,Wood,105,130,53,64,48,61,52,62,56,19,Killer Slide,Spinning Cut,Zigzag Spark,Shine Drive
Ringo Spinning,Scouting,GK,Fire,94,158,60,62,44,65,52,62,60,16,Magic,Kogarashi,Illusion Ball,Counterstrike
Harly Profett,Scouting,MF,Wood,103,152,61,60,61,64,32,63,59,22,Noroi,Onryou,Doppelganger,Jigoku Guruma
Kurt O'Graphy,Scouting,DF,Wood,85,152,45,56,56,53,62,68,52,20,Coil Turn,Cyclone,Kamaitachi,Hawk Shot
Keenan Brainard,Scouting,MF,Wood,94,152,52,68,43,61,62,63,56,20,Dash Accel,Zigzag Spark,Illusion Ball,Cross Drive
Gregory Bones,Scouting,MF,Wood,140,129,49,60,53,60,68,66,63,24,Freeze Shot,Judge Through,Cyclone,Dokugiri no Jutsu
Al Urgy,Scouting,DF,Earth,101,130,62,68,46,60,55,67,61,19,Horn Train,Killer Slide,Dokonjou Bat,Mogura Feint
Dai Hart,Scouting,DF,Fire,81,90,36,39,36,36,39,36,28,39,Coil Turn,Spinning Cut,Magic,Kage Nui
Mitch Hett,Scouting,FW,Wind,160,192,54,53,72,59,57,58,55,22,Freeze Shot,Doppelganger,Gorimuchuu,Back Tornado
Bob Shishker,Scouting,FW,Fire,200,138,44,54,52,56,62,37,57,21,Condor Dive,Dash Accel,Hawk Shot,Dash Storm
Aidan Model,Scouting,FW,Fire,140,106,64,54,40,49,44,61,60,17,Dynamite Shoot,Twin Boost,Shine Drive,Heat Tackle
Fred Ferrel,Scouting,MF,Earth,217,130,61,52,59,64,32,77,56,15,Blade Attack,Cross Drive,Harvest,Bunshin Feint
Haden Seek,Scouting,FW,Fire,88,138,41,63,54,54,70,63,62,15,Spiral Shot,Super Armadillo,Hyakuretsu Shot,Run Ball Run
Jack Lumbar,Scouting,GK,Wind,189,150,58,60,51,64,52,72,55,18,Makiwari Chop,Rocket Kobushi,Tsumuji,Kogarashi
Clark Watcher,Scouting,DF,Earth,83,142,45,56,56,63,69,60,55,16,Coil Turn,Spinning Cut,Dash Accel,Bunshin Feint
Bill Mumm,Scouting,FW,Wood,195,168,55,76,68,70,48,72,68,23,Spiral Shot,Meteor Attack,Super Scan (OF),Tsuchi Daruma
Alfonse Way,Scouting,MF,Earth,129,140,50,32,32,53,60,60,60,16,Shikofumi,Gorimuchuu,Earthquake,Dokonjou Bat
Len Stint,Scouting,GK,Wind,156,140,52,59,60,60,57,63,56,9,Killer Slide,Wild Claw,Tornado Catch,Nekketsu Punch
Jon Driedon,Scouting,FW,Fire,191,190,32,56,60,62,57,69,75,26,Kamikakushi,Onryou,Doppelganger,Psycho Shot
Alan Mode,Scouting,DF,Wind,125,120,56,58,48,40,47,63,62,15,Shippuu Dash,Quick Draw,Kumo no Ito,Run Ball Run
Nick Crew,Scouting,GK,Fire,149,172,45,57,60,43,60,59,61,16,Pressure Punch,Rocket Kobushi,Gorimuchuu,Bakuretsu Punch
Mack Ramey,Scouting,DF,Earth,125,102,60,53,48,44,48,61,52,42,Dash Accel,Spinning Cut,Spinning Shoot,Cross Drive
Paddy Prunus,Scouting,GK,Wind,125,116,52,60,48,53,48,61,63,16,Nekketsu Punch,Pressure Punch,Tornado Catch,Hurricane Arrow
Bard Crooner,Scouting,MF,Wind,127,116,56,48,48,60,40,54,52,10,Shippuu Dash,Quick Draw,Bunshin Feint,Cyclone
Innes Caving,Scouting,GK,Fire,147,140,44,42,48,57,69,57,56,17,Power Shield,Doppelganger,Kumo no Ito,Full Power Shield
Ace Fettick,Scouting,GK,Earth,121,176,42,44,49,69,43,40,61,8,Power Shield,Ushiro no Shoumen,Full Power Shield,Kagome Kagome
Josh Rogan,Scouting,MF,Fire,129,117,55,60,52,47,52,53,52,14,Noroi,Onryou,Psycho Shot,Divine Arrow
Ray Whitehead,Scouting,MF,Wood,92,158,49,59,62,60,70,62,58,14,Magic,Doppelganger,Kage Nui,Bunshin Feint
Rod Opsin,Scouting,FW,Earth,173,144,61,52,58,52,56,71,60,16,Shikofumi,Horn Train,Doppelganger,Twin Boost
Brent Cross,Scouting,MF,Fire,140,112,63,52,40,49,49,58,57,20,Dash Accel,Grenade Shot,Judge Through,Run Ball Run
Clark Rain,Scouting,MF,Earth,156,152,44,60,69,42,59,52,53,14,Shippuu Dash,Coil Turn,Grenade Shot,Hyakuretsu Shot
Ray Menn,Scouting,FW,Wind,105,158,45,62,56,61,68,63,61,25,Killer Slide,Cross Drive,Judge Through,Freeze Shot
Miles Seaford,Scouting,DF,Wind,125,150,40,35,29,60,70,52,56,19,Quick Draw,Spinning Cut,Condor Dive,Divine Arrow
Bill Teller,Scouting,DF,Wood,81,156,44,59,78,63,63,57,59,17,Quick Draw,Super Scan (OF),Kage Nui,Moonsault
Jim Nastick,Scouting,FW,Wood,110,182,60,61,55,64,55,59,59,17,Doppelganger,Magic,Onryou,Noroi
Ken Broad,Scouting,MF,Earth,187,136,45,32,31,55,62,60,52,20,Tamanori Pierrot,Gorimuchuu,Judge Through,Jigoku Guruma
Francis Paine,Scouting,MF,Wood,116,137,47,60,52,56,60,56,62,17,Dash Accel,Quick Draw,Illusion Ball,Kage Nui
Sul Tarner,Scouting,MF,Wood,125,192,60,60,57,65,52,54,54,16,Tatsumaki Senpuu,Zanzou,Kamaitachi,Back Tornado
Lee Dorr,Scouting,GK,Fire,114,120,48,44,42,42,44,47,48,39,Shikofumi,Pressure Punch,Horn Train,Bakuretsu Punch
Morgan Iser,Scouting,MF,Wood,162,140,62,53,59,52,55,60,54,22,Magic,Fake Ball,Illusion Ball,Run Ball Run
Phil Fog,Scouting,GK,Fire,165,140,67,60,52,56,60,68,63,21,Tornado Catch,Freeze Shot,Tsumuji,Back Tornado
Bob Lioteck,Scouting,GK,Fire,149,156,58,53,58,56,63,60,52,31,Nekketsu Punch,Killer Slide,Rocket Kobushi,Horn Train
Bill Aegis,Scouting,DF,Earth,79,152,63,62,40,60,56,68,55,15,Killer Slide,Earthquake,Ushiro no Shoumen,Mega Quake
Kim Arite,Scouting,GK,Earth,132,150,55,68,53,79,61,55,61,20,Shikofumi,Power Shield,Rocket Kobushi,Makiwari Chop
Dan Carpenter,Scouting,GK,Earth,145,144,40,54,60,42,52,56,60,15,Nekketsu Punch,Shikofumi,Horn Train,Bakuretsu Punch
Julian Siezer,Scouting,FW,Earth,167,148,40,32,34,58,64,60,58,19,Phantom Shoot,Gorimuchuu,Dokugiri no Jutsu,Shine Drive
Cole Coaker,Scouting,GK,Wood,90,132,47,52,60,52,62,59,58,19,Nekketsu Punch,Killer Blade,Kage Nui,Bakuretsu Punch
Shep Shank,Scouting,FW,Wind,96,146,48,55,61,53,62,55,61,33,Tarzan Kick,Snake Shot,Hawk Shot,Condor Dive
Mike Creasey Creasewell,Scouting,MF,Wind,110,150,58,67,58,67,54,60,63,16,Coil Turn,Tatsumaki Senpuu,Spinning Cut,Zigzag Spark
Sam Gale,Scouting,GK,Fire,151,129,48,52,66,44,55,60,63,19,Fake Ball,Shoot Pocket,Cyclone,Wild Claw
Isaac Goss,Scouting,MF,Earth,145,156,63,52,57,53,54,58,56,38,Dash Accel,Gorimuchuu,Mogura Feint,Blade Attack
Romeo Montague,Scouting,GK,Fire,173,158,57,60,63,60,56,61,55,12,Toughness Block,Rocket Kobushi,Kumo no Ito,Full Power Shield
Pip Skinner,Scouting,GK,Wood,167,142,41,52,65,46,56,57,53,20,Toughness Block,Makiwari Chop,Shikofumi,Earthquake
Ken Sewer,Scouting,GK,Wood,116,108,45,47,44,73,44,46,48,33,Nekketsu Punch,Toughness Block,Doppelganger,Kage Nui
Dexter Ambie,Wi-Fi Download,DF,Earth,103,146,68,59,57,54,61,61,52,16,Quick Draw,Tatsumaki Senpuu,Cyclone,Dash Storm
Chops Denton,Wi-Fi Download,MF,Fire,191,132,79,76,46,70,56,76,53,16,Tamanori Pierrot,Horn Train,Tsuchi Daruma,Kagome Kagome
Stan Trum,Wi-Fi Download,FW,Fire,77,134,48,54,58,56,71,59,59,17,Killer Slide,Zigzag Spark,Kumo no Ito,Kamaitachi
Des Tiny,Wi-Fi Download,DF,Wood,171,156,52,53,53,59,53,63,62,16,Onryou,Zanzou,Hawk Shot,Kage Nui
Rush Tooset,Wi-Fi Download,MF,Wood,92,134,69,52,62,63,54,66,53,19,Shippuu Dash,Magic,Onryou,Condor Dive
Dec O'Rator,Wi-Fi Download,FW,Wind,134,106,55,62,50,45,49,54,59,38,Spinning Shoot,Tarzan Kick,Tsuchi Daruma,Reflect Buster
Dougie McFlea,Wi-Fi Download,MF,Wind,171,142,52,56,62,61,57,59,59,25,Tatsumaki Senpuu,Condor Dive,Hawk Shot,Kamaitachi
Rhys Masher,Wi-Fi Download,MF,Wind,140,102,58,52,49,48,45,55,61,26,Tamanori Pierrot,Zigzag Spark,Dokugiri no Jutsu,Kamaitachi
Ty Priter,Wi-Fi Download,FW,Fire,209,154,71,53,61,52,62,60,54,17,Rolling Kick,Tatsumaki Senpuu,Hyakuretsu Shot,Kamaitachi
Dave O'Resis,Wi-Fi Download,MF,Wood,149,113,48,52,48,44,51,55,52,23,Snake Shot,Onryou,Doppelganger,Psycho Shot
Horace Coop,Wi-Fi Download,DF,Wood,151,116,54,59,44,48,50,60,53,22,Onryou,Noroi,Dokugiri no Jutsu,Kage Nui
Cal Emarry,Wi-Fi Download,GK,Wood,105,150,42,56,52,55,68,57,60,19,Tornado Catch,Spinning Cut,Tsumuji,Cyclone
Sharkey Gobble,Wi-Fi Download,DF,Wind,160,146,54,62,59,60,57,58,52,8,Fake Ball,Judge Through,Harvest,Dokonjou Bat
Per Hockside,Wi-Fi Download,FW,Fire,107,150,42,55,57,54,69,67,62,26,Grenade Shot,Dynamite Shoot,Patriot Shoot,Twin Boost
